datetime,epoch,open,high,low,close
2026-04-23 21:00:00.000,1776978000,323997.76,324698.31,322357.14,322600.62
2026-04-23 21:30:00.000,1776979800,322664.58,325772.42,322386.54,325772.42
2026-04-23 22:00:00.000,1776981600,325780.87,325906.24,324079.42,324185.95
2026-04-23 22:30:00.000,1776983400,324195.24,324541,322340.32,323124.08
2026-04-23 23:00:00.000,1776985200,323139.17,323491.62,322415.46,322749.61
2026-04-23 23:30:00.000,1776987000,322789.28,324406.54,322544.24,323300.67
2026-04-24 00:00:00.000,1776988800,323270.33,324642.04,322377.28,323706.77
2026-04-24 00:30:00.000,1776990600,323695.04,324895.59,323323.69,323399.51
2026-04-24 01:00:00.000,1776992400,323404.31,324808.35,322850.48,323047.43
2026-04-24 01:30:00.000,1776994200,323068.95,324156.3,322141.64,322778.81
2026-04-24 02:00:00.000,1776996000,322778.63,323406.03,321552.34,322144.68
2026-04-24 02:30:00.000,1776997800,322110.65,322696.63,321749.82,321793.72
2026-04-24 03:00:00.000,1776999600,321788.31,322465.41,320988.99,321454
2026-04-24 03:30:00.000,1777001400,321435.19,323410.61,321111.42,322538.92
2026-04-24 04:00:00.000,1777003200,322542.45,324237.6,321346.63,323582.11
2026-04-24 04:30:00.000,1777005000,323587.23,324051.74,321147.04,322535.62
2026-04-24 05:00:00.000,1777006800,322543.43,325164.37,322189.21,323690.47
2026-04-24 05:30:00.000,1777008600,323630.34,326057.4,323344.32,325980.56
2026-04-24 06:00:00.000,1777010400,325979.01,327796.22,325103.4,327473.28
2026-04-24 06:30:00.000,1777012200,327446.66,329645.71,327446.66,329557.69
2026-04-24 07:00:00.000,1777014000,329535.12,331319.81,328672.23,331291.53
2026-04-24 07:30:00.000,1777015800,331272.72,331537,329543.71,330436.42
2026-04-24 08:00:00.000,1777017600,330482.72,331152.91,328957.9,329092.4
2026-04-24 08:30:00.000,1777019400,329116.6,329227.08,326903.57,328487.73
2026-04-24 09:00:00.000,1777021200,328444.19,329127.6,327961.11,328146.86
2026-04-24 09:30:00.000,1777023000,328161.01,329086.29,327942.67,328618.03
2026-04-24 10:00:00.000,1777024800,328586.43,329123.36,327341.37,328220.99
2026-04-24 10:30:00.000,1777026600,328192.77,328828.81,327032.85,328575.79
2026-04-24 11:00:00.000,1777028400,328557.14,329838.7,327833.95,328550.71
2026-04-24 11:30:00.000,1777030200,328523.83,330095.1,328295.72,329426.98
2026-04-24 12:00:00.000,1777032000,329406.13,331181.11,328814.97,331065.27
2026-04-24 12:30:00.000,1777033800,331127.13,331173.48,328470.9,329143.5
2026-04-24 13:00:00.000,1777035600,329146.96,329935,328549.21,329247.83
2026-04-24 13:30:00.000,1777037400,329293.45,329916.83,328303.11,329835.99
2026-04-24 14:00:00.000,1777039200,329821.98,331573.91,329400.52,331328.96
2026-04-24 14:30:00.000,1777041000,331347.03,331433.98,330059.09,330242.73
2026-04-24 15:00:00.000,1777042800,330212.61,330610.43,328460.74,328601.13
2026-04-24 15:30:00.000,1777044600,328549.49,328721.31,327557.9,328074.48
2026-04-24 16:00:00.000,1777046400,328060.33,328339.07,326734.19,327356.41
2026-04-24 16:30:00.000,1777048200,327381.92,328786.15,327105.83,327977.48
2026-04-24 17:00:00.000,1777050000,327938.17,328442.82,326745.13,327604.47
2026-04-24 17:30:00.000,1777051800,327619.58,330565.39,327362.4,329568.16
2026-04-24 18:00:00.000,1777053600,329565.08,330782.98,329138.97,330422.44
2026-04-24 18:30:00.000,1777055400,330364.24,331492.95,330305.35,330693.4
2026-04-24 19:00:00.000,1777057200,330663.83,331279.2,329270.07,329380.42
2026-04-24 19:30:00.000,1777059000,329379.58,329923.93,328030.28,328188.85
2026-04-24 20:00:00.000,1777060800,328154.65,328566.99,326796.74,328140.24
2026-04-24 20:30:00.000,1777062600,328161,328723.55,327672.03,327679.99
2026-04-24 21:00:00.000,1777064400,327665.73,328037.25,326787.67,327266.24
2026-04-24 21:30:00.000,1777066200,327269.62,330340.43,327056.06,330266.06
2026-04-24 22:00:00.000,1777068000,330254.13,330692.07,328739.59,328783.43
2026-04-24 22:30:00.000,1777069800,328754.16,330385.27,328645.49,330216.09
2026-04-24 23:00:00.000,1777071600,330221.71,330245.2,328108.76,328589.95
2026-04-24 23:30:00.000,1777073400,328562.99,329863.85,328352.13,329123.27
2026-04-25 00:00:00.000,1777075200,329149.68,329576.77,327699.9,328165.06
2026-04-25 00:30:00.000,1777077000,328167.06,328742.5,327369.55,328436.23
2026-04-25 01:00:00.000,1777078800,328447.12,328987.04,327498.63,328018.71
2026-04-25 01:30:00.000,1777080600,328028.16,328199.05,326576.34,327354.56
2026-04-25 02:00:00.000,1777082400,327363.22,327537.91,326450.72,327215.84
2026-04-25 02:30:00.000,1777084200,327171.03,327177.69,325113.66,325161.72
2026-04-25 03:00:00.000,1777086000,325170.49,325700.8,324585.7,325627.01
2026-04-25 03:30:00.000,1777087800,325678.79,326061.34,324388.8,324724.2
2026-04-25 04:00:00.000,1777089600,324775.6,324919.48,323757.05,323951.51
2026-04-25 04:30:00.000,1777091400,323949.75,323956.59,321976,322153.15
2026-04-25 05:00:00.000,1777093200,322177.29,322957.62,321420.53,321800.78
2026-04-25 05:30:00.000,1777095000,321736.45,322220.4,320486.57,320957.72
